66,5,,,井口 憤也,Shinya Iguchi,Taking Your Heart,Taking Your Heart,RWC-MDB-G-2001-M01,5,ポップス,Popular,バラード,Ballade,RWC/MusicGenre/RWC-MDB-G-2001-M01/05.wav
67,6,,,Betty,Betty,Let's Take Some Time … To Think It Over,Let's Take Some Time … To Think It Over,RWC-MDB-G-2001-M01,6,ポップス,Popular,バラード,Ballade,RWC/MusicGenre/RWC-MDB-G-2001-M01/06.wav
68,7,,,Donna Burke,Donna Burke,Everyday Lovin',Everyday Lovin',RWC-MDB-G-2001-M01,7,ロック,Rock,ロック,Rock,RWC/MusicGenre/RWC-MDB-G-2001-M01/07.wav
69,8,,,Jeff Manning,Jeff Manning,Living in a World of Destruction,Living in a World of Destruction,RWC-MDB-G-2001-M01,8,ロック,Rock,ロック,Rock,RWC/MusicGenre/RWC-MDB-G-2001-M01/08.wav
70,9,,,Donna Burke,Donna Burke,Waiting for Your Love,Waiting for Your Love,RWC-MDB-G-2001-M01,9,ロック,Rock,ロック,Rock,RWC/MusicGenre/RWC-MDB-G-2001-M01/09.wav
71,10,,,Jeff Manning,Jeff Manning,Lost in My Dreams,Lost in My Dreams,RWC-MDB-G-2001-M01,10,ロック,Rock,ヘビーメタル,Heavy Metal,RWC/MusicGenre/RWC-MDB-G-2001-M01/10.wav
72,11,,,Donna Burke,Donna Burke,21 st Century,21 st Century,RWC-MDB-G-2001-M01,11,ロック,Rock,ヘビーメタル,Heavy Metal,RWC/MusicGenre/RWC-MDB-G-2001-M01/11.wav
73,12,,,Betty,Betty,Woman,Woman,RWC-MDB-G-2001-M01,12,ロック,Rock,ヘビーメタル,Heavy Metal,RWC/MusicGenre/RWC-MDB-G-2001-M01/12.wav
74,13,,,Donna Burke,Donna Burke,Guess Again,Guess Again,RWC-MDB-G-2001-M02,1,ダンス,Dance,ラップ/ヒップホップ,Rap/Hip-Hop,RWC/MusicGenre/RWC-MDB-G-2001-M02/01.wav
75,14,,,Jeff Manning,Jeff Manning,Tuesday Morning,Tuesday Morning,RWC-MDB-G-2001-M02,2,ダンス,Dance,ラップ/ヒップホップ,Rap/Hip-Hop,RWC/MusicGenre/RWC-MDB-G-2001-M02/02.wav
76,15,,,Greg Irwin,Greg Irwin,Rocket in My Pocket,Rocket in My Pocket,RWC-MDB-G-2001-M02,3,ダンス,Dance,ラップ/ヒップホップ,Rap/Hip-Hop,RWC/MusicGenre/RWC-MDB-G-2001-M02/03.wav
77,16,,,Nishi feat.T,Nishi feat.T,Life Gage,Life Gage,RWC-MDB-G-2001-M02,4,ダンス,Dance,ハウス,House,RWC/MusicGenre/RWC-MDB-G-2001-M02/04.wav
78,17,,,Donna Burke,Donna Burke,Tonight's the Night for Love,Tonight's the Night for Love,RWC-MDB-G-2001-M02,5,ダンス,Dance,ハウス,House,RWC/MusicGenre/RWC-MDB-G-2001-M02/05.wav
79,18,,,Jeff Manning,Jeff Manning,Anything for Your Love,Anything for Your Love,RWC-MDB-G-2001-M02,6,ダンス,Dance,ハウス,House,RWC/MusicGenre/RWC-MDB-G-2001-M02/06.wav
81,20,,,Donna Burke,Donna Burke,Keep Running,Keep Running,RWC-MDB-G-2001-M02,8,ダンス,Dance,テクノ,Techno,RWC/MusicGenre/RWC-MDB-G-2001-M02/08.wav
83,22,,,Donna Burke,Donna Burke,Get on up and Dance,Get on up and Dance,RWC-MDB-G-2001-M02,10,ダンス,Dance,ファンク,Funk,RWC/MusicGenre/RWC-MDB-G-2001-M02/10.wav
84,23,,,Greg Irwin,Greg Irwin,Feeling the Hate,Feeling the Hate,RWC-MDB-G-2001-M02,11,ダンス,Dance,ファンク,Funk,RWC/MusicGenre/RWC-MDB-G-2001-M02/11.wav
85,24,,,Greg Irwin,Greg Irwin,Trustin' in your Groove,Trustin' in your Groove,RWC-MDB-G-2001-M02,12,ダンス,Dance,ファンク,Funk,RWC/MusicGenre/RWC-MDB-G-2001-M02/12.wav
86,25,,,Donna Burke,Donna Burke,It's Time to Fly,It's Time to Fly,RWC-MDB-G-2001-M02,13,ダンス,Dance,ソウル/R&B,Soul/R&B,RWC/MusicGenre/RWC-MDB-G-2001-M02/13.wav
87,26,,,Donna Burke,Donna Burke,Secret Dreams,Secret Dreams,RWC-MDB-G-2001-M02,14,ダンス,Dance,ソウル/R&B,Soul/R&B,RWC/MusicGenre/RWC-MDB-G-2001-M02/14.wav
88,27,,,Greg Irwin,Greg Irwin,Suddenly,Suddenly,RWC-MDB-G-2001-M02,15,ダンス,Dance,ソウル/R&B,Soul/R&B,RWC/MusicGenre/RWC-MDB-G-2001-M02/15.wav
100,39,,,S Project Band,S Project Band,Julia,Julia,RWC-MDB-G-2001-M04,3,ラテン,Latin,ボサノバ,Bossa Nova,RWC/MusicGenre/RWC-MDB-G-2001-M04/03.wav
102,41,,,サンバーズ,Sambars,Dance to the Samba,Dance to the Samba,RWC-MDB-G-2001-M04,5,ラテン,Latin,サンバ,Samba,RWC/MusicGenre/RWC-MDB-G-2001-M04/05.wav
106,45,,,On Band,On Band,Where Are You?,Where Are You?,RWC-MDB-G-2001-M04,9,ラテン,Latin,レゲエ,Reggae,RWC/MusicGenre/RWC-MDB-G-2001-M04/09.wav
129,68,,,22 Project Band,22 Project Band,Dear John's Letter,Dear John's Letter,RWC-MDB-G-2001-M07,3,ワールド,World,ブルース,Blues,RWC/MusicGenre/RWC-MDB-G-2001-M07/03.wav
130,69,,,Donna Burke,Donna Burke,Dream Angel,Dream Angel,RWC-MDB-G-2001-M07,4,ワールド,World,フォーク,Folk,RWC/MusicGenre/RWC-MDB-G-2001-M07/04.wav
132,71,,,Greg Irwin,Greg Irwin,What Should I Tell Them?,What Should I Tell Them?,RWC-MDB-G-2001-M07,6,ワールド,World,フォーク,Folk,RWC/MusicGenre/RWC-MDB-G-2001-M07/06.wav
134,73,,,Banjo Club,Bonjo Club,Desperate Little Man,Desperate Little Man,RWC-MDB-G-2001-M07,8,ワールド,World,カントリー,Country,RWC/MusicGenre/RWC-MDB-G-2001-M07/08.wav
136,75,,,22 Project Band,22 Project Band,Not Enough Words,Not Enough Words,RWC-MDB-G-2001-M07,10,ワールド,World,ゴスペル,Gospel,RWC/MusicGenre/RWC-MDB-G-2001-M07/10.wav
137,76,,,22 Project Band,22 Project Band,With My Jalopy,With My Jalopy,RWC-MDB-G-2001-M07,11,ワールド,World,ゴスペル,Gospel,RWC/MusicGenre/RWC-MDB-G-2001-M07/11.wav
139,78,,,Fresh Jumbe,Fresh Jumbe,Havini Tishi Tishi,Havini Tishi Tishi,RWC-MDB-G-2001-M08,1,ワールド,World,アフリカン,African,RWC/MusicGenre/RWC-MDB-G-2001-M08/01.wav
140,79,,,Fresh Jumbe,Fresh Jumbe,Kasheki,Kasheki,RWC-MDB-G-2001-M08,2,ワールド,World,アフリカン,African,RWC/MusicGenre/RWC-MDB-G-2001-M08/02.wav
141,80,,,Fresh Jumbe,Fresh Jumbe,Mwanambuzi,Mwanambuzi,RWC-MDB-G-2001-M08,3,ワールド,World,アフリカン,African,RWC/MusicGenre/RWC-MDB-G-2001-M08/03.wav
146,85,,,Miguel de Badajoz,Miguel de Badajoz,Tangos,Tangos,RWC-MDB-G-2001-M08,8,ワールド,World,フラメンコ,Flamenco,RWC/MusicGenre/RWC-MDB-G-2001-M08/08.wav
148,87,,,Monden Momo,Monden Momo,白いバラ,Rue Saint-Vincent 'Rose Balanche',RWC-MDB-G-2001-M08,10,声楽,Vocal,シャンソン,Chanson,RWC/MusicGenre/RWC-MDB-G-2001-M08/10.wav
149,88,,,Monden Momo,Monden Momo,桜んぼの実る頃,Le Temps Des Cerises,RWC-MDB-G-2001-M08,11,声楽,Vocal,シャンソン,Chanson,RWC/MusicGenre/RWC-MDB-G-2001-M08/11.wav
150,89,,,Monden Momo,Monden Momo,あなたが大好き,Je Te Veux,RWC-MDB-G-2001-M08,12,声楽,Vocal,シャンソン,Chanson,RWC/MusicGenre/RWC-MDB-G-2001-M08/12.wav
151,90,,,青木 純,Jun Aoki,サンタルチア,Santa Lucia,RWC-MDB-G-2001-M08,13,声楽,Vocal,カンツォーネ,Canzone,RWC/MusicGenre/RWC-MDB-G-2001-M08/13.wav
152,91,,,青木 純,Jun Aoki,オーソレミオ,O Sole Mio,RWC-MDB-G-2001-M08,14,声楽,Vocal,カンツォーネ,Canzone,RWC/MusicGenre/RWC-MDB-G-2001-M08/14.wav
153,92,,,青木 純,Jun Aoki,帰れ ソレントへ,Turna A Surriento,RWC-MDB-G-2001-M08,15,声楽,Vocal,カンツォーネ,Canzone,RWC/MusicGenre/RWC-MDB-G-2001-M08/15.wav
154,93,,,西 一男,Kazuo Nishi,大漁船,Tairyo Bune,RWC-MDB-G-2001-M09,1,邦楽,Traditional Japanese,演歌,Popular(Enka),RWC/MusicGenre/RWC-MDB-G-2001-M09/01.wav
155,94,,,西 一男,Kazuo Nishi,北の子守唄,Kita no Komoriuta,RWC-MDB-G-2001-M09,2,邦楽,Traditional Japanese,演歌,Popular(Enka),RWC/MusicGenre/RWC-MDB-G-2001-M09/02.wav
156,95,,,吉井 弘美,Hiromi Yoshii,愛 ひとひら,Ai Hitohira,RWC-MDB-G-2001-M09,3,邦楽,Traditional Japanese,演歌,Popular(Enka),RWC/MusicGenre/RWC-MDB-G-2001-M09/03.wav
157,96,,,渡辺 真千,Machi Watanabe,佐渡おけさ,Sado Okesa,RWC-MDB-G-2001-M09,4,邦楽,Traditional Japanese,民謡,Folk(Min'you),RWC/MusicGenre/RWC-MDB-G-2001-M09/04.wav
158,97,,,渡辺 真千,Machi Watanabe,南部牛追歌,Nambu Ushioiuta,RWC-MDB-G-2001-M09,5,邦楽,Traditional Japanese,民謡,Folk(Min'you),RWC/MusicGenre/RWC-MDB-G-2001-M09/05.wav
159,98,,,渡辺 真千,Machi Watanabe,ソーラン節,Soroan bushi,RWC-MDB-G-2001-M09,6,邦楽,Traditional Japanese,民謡,Folk(Min'you),RWC/MusicGenre/RWC-MDB-G-2001-M09/06.wav
163,102,,,Dik,Dik,Preicious Love,Precious Love,RWC-MDB-G-2001-M09,10,ア・カペラ,A Cappella,ア・カペラ,A Cappella,RWC/MusicGenre/RWC-MDB-G-2001-M09/10.wav
164,1,,,西 一男,Kazuo Nishi,永遠のレプリカ,Eien no replica,RWC-MDB-P-2001-M01,1,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/01.wav
165,2,,,吉井 弘美,Hiromi Yoshii,Magic in your eyes,Magic in your eyes,RWC-MDB-P-2001-M01,2,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/02.wav
166,3,,,MIT,MIT,HORO,HORO,RWC-MDB-P-2001-M01,3,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/03.wav
167,4,,,風戸 ヒサヨシ,Hisayoshi Kazuto,Spice of Life,Spice of Life,RWC-MDB-P-2001-M01,4,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/04.wav
168,5,,,イヴズ,Eves,恋のVer.2.4,Koi no Ver.2.4,RWC-MDB-P-2001-M01,5,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/05.wav
169,6,,,オリケン,Oriken,Funky Life,Funky Life,RWC-MDB-P-2001-M01,6,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/06.wav
170,7,,,緒方 智美,Tomomi Ogata,PROLOGUE,PROLOGUE,RWC-MDB-P-2001-M01,7,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/07.wav
171,8,,,フィーバーズ,fevers,人生こんなもの,Jinsei konnnamono,RWC-MDB-P-2001-M01,8,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/08.wav
172,9,,,西 一男,Kazuo Nishi,慟哭,Doukoku,RWC-MDB-P-2001-M01,9,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/09.wav
173,10,,,ブレーキーズ,Brakes,Getting Over,Getting Over,RWC-MDB-P-2001-M01,10,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/10.wav
174,11,,,風戸 ヒサヨシ,Hisayoshi Kazato,言えない,Ienai,RWC-MDB-P-2001-M01,11,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/11.wav
175,12,,,西 一男,Kazuo Nishi,KAGE-ROU,KAGE-ROU,RWC-MDB-P-2001-M01,12,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/12.wav
176,13,,,KONBU,Konbu,キャッチボール,Catch ball,RWC-MDB-P-2001-M01,13,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/13.wav
177,14,,,凛,Rin,枯れ葉色のTwilight,Karehairo no Twilight,RWC-MDB-P-2001-M01,14,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/14.wav
178,15,,,小澤 克之,Katsuyuki Ozawa,old fashioned,old fashioned,RWC-MDB-P-2001-M01,15,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/15.wav
179,16,,,吉井 弘美,Hiromi Yoshii,Game of Love,Game of Love,RWC-MDB-P-2001-M01,16,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M01/16.wav
180,17,,,吉井 弘美,Hiromi Yoshii,あなたと敢えて,Anata to aete,RWC-MDB-P-2001-M02,1,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/01.wav
181,18,,,緒方 智美,Tomomi Ogata,True Heart,True Heart,RWC-MDB-P-2001-M02,2,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/02.wav
182,19,,,風戸 ヒサヨシ,Hisayoshi Kazato,COOL Motion,COOL Motion,RWC-MDB-P-2001-M02,3,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/03.wav
183,20,,,市川 えり,Eri Ichikawa,ときめきの瞬間,Tokimeki no syunkan,RWC-MDB-P-2001-M02,4,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/04.wav
184,21,,,凛,Rin,Feeling In My Heart,Feeling In My Heart,RWC-MDB-P-2001-M02,5,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/05.wav
185,22,,,西 一男,Kazuo Nishi,恋に落ちる時間に関する考察,Koi ni ochiru jikan ni kansuru kousatsu,RWC-MDB-P-2001-M02,6,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/06.wav
186,23,,,MAPS,MAPS,SHAKE,SHAKE,RWC-MDB-P-2001-M02,7,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/07.wav
187,24,,,風戸 ヒサヨシ,Hisayoshi Kazato,it's all right,it's all right,RWC-MDB-P-2001-M02,8,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/08.wav
188,25,,,緒方 智美,Tomomi Ogata,tell me,tell me,RWC-MDB-P-2001-M02,9,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/09.wav
189,26,,,新田 智子,Tomoko Niita,青空散歩道,Aozora sanpo michi,RWC-MDB-P-2001-M02,10,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/10.wav
190,27,,,勝田 真悟,Shingo Katsuta,stay,stay,RWC-MDB-P-2001-M02,11,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/11.wav
191,28,,,緒方 智美,Tomomi Ogata,Fly away,Fly away,RWC-MDB-P-2001-M02,12,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/12.wav
192,29,,,西 一男,Kazuo Nishi,One Two STEP,One Two STEP,RWC-MDB-P-2001-M02,13,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/13.wav
193,30,,,谷本 満,Mitsuru Tanimoto,少年の思い,Syounen no omoi,RWC-MDB-P-2001-M02,14,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/14.wav
194,31,,,永山 雄一,Yuichi Nagayama,Moving Round and Round,Moving Round and Round,RWC-MDB-P-2001-M02,15,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/15.wav
195,32,,,食原 正機,Masaki Kuehara,what could I do for you,what could I do for you,RWC-MDB-P-2001-M02,16,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M02/16.wav
196,33,,,吉井 弘美,Hiromi Yoshii,DREAM MAGIC,DREAM MAGIC,RWC-MDB-P-2001-M03,1,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/01.wav
197,34,,,吉井 弘美,Hiromi Yoshii,一夜の夢,Hitoyo no yume,RWC-MDB-P-2001-M03,2,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/02.wav
198,35,,,吉井 弘美,Hiromi Yoshii,淫らな神の申し子,Midara na Kami no moushigo,RWC-MDB-P-2001-M03,3,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/03.wav
199,36,,,西 一男,Kazuo Nishi,over and over,over and over,RWC-MDB-P-2001-M03,4,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/04.wav
200,37,,,波多江 良徳,Yoshinari Hatae,レプリカ,Replica,RWC-MDB-P-2001-M03,5,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/05.wav
201,38,,,森本 康介,Kousuke Morimoto,1999,1999,RWC-MDB-P-2001-M03,6,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/06.wav
202,39,,,森本 康介,Kousuke Morimoto,SPUL,SPUL,RWC-MDB-P-2001-M03,7,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/07.wav
203,40,,,西 一男,Kazuo Nishi,promise,promise,RWC-MDB-P-2001-M03,8,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/08.wav
204,41,,,小澤 克之,Katsuyuki Ozawa,Non Stop Driving,Non Stop Driving,RWC-MDB-P-2001-M03,9,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/09.wav
205,42,,,森本 康介,Kousuke Morimoto,Fly to the moon,Fly to the moon,RWC-MDB-P-2001-M03,10,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/10.wav
206,43,,,西 一男,Kazuo Nishi,センチメートルの孤独,Centimeter no kodoku,RWC-MDB-P-2001-M03,11,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/11.wav
207,44,,,森本 康介,Kousuke Morimoto,REALな5分,REAL na 5 hun,RWC-MDB-P-2001-M03,12,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/12.wav
208,45,,,森本 康介,Kousuke Morimoto,はじまり,Hajimari,RWC-MDB-P-2001-M03,13,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/13.wav
209,46,,,森本 康介,Kousuke Morimoto,線路は続くよ,Senro wa tuzukuyo,RWC-MDB-P-2001-M03,14,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/14.wav
210,47,,,熊坂 敏,Satoshi Kumasaka,出会えたから,Deaetakara,RWC-MDB-P-2001-M03,15,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/15.wav
211,48,,,関谷 洋,Hiroshi Sekiya,小動物,Syoudoubutsu,RWC-MDB-P-2001-M03,16,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M03/16.wav
212,49,,,関谷 洋,Hiroshi Sekiya,世界の見方,Sekai no mikata,RWC-MDB-P-2001-M04,1,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/01.wav
213,50,,,凛,Rin,ミセスマリル,Mrs. Maril,RWC-MDB-P-2001-M04,2,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/02.wav
214,51,,,関谷 洋,Hiroshi Sekiya,戻らない夏,Modoranai natsu,RWC-MDB-P-2001-M04,3,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/03.wav
215,52,,,緒方 智美,Tomomi Ogata,春がくるから,Haru ga kurukara,RWC-MDB-P-2001-M04,4,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/04.wav
216,53,,,凛,Rin,明日は,Ashita wa,RWC-MDB-P-2001-M04,5,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/05.wav
217,54,,,凛,Rin,遥かな思い,Haruka na omoi,RWC-MDB-P-2001-M04,6,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/06.wav
218,55,,,鏑木 朗子,Akiko Kaburagi,First Love,First Love,RWC-MDB-P-2001-M04,7,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/07.wav
219,56,,,橋本 まさし,Masashi Hashimoto,I've got a mail,I've got a mail,RWC-MDB-P-2001-M04,8,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/08.wav
220,57,,,橋本 まさし,Masashi Hashimoto,Stay with me,Stay with me,RWC-MDB-P-2001-M04,9,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/09.wav
221,58,,,凛,Rin,シルバーシューズ,Silver shoes,RWC-MDB-P-2001-M04,10,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/10.wav
222,59,,,凛,Rin,天使のうたたね,Tenshi no utatne,RWC-MDB-P-2001-M04,11,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/11.wav
223,60,,,飯島 柚子,Yuzu Iijima,曇り空,Kumorizora,RWC-MDB-P-2001-M04,12,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/12.wav
224,61,,,西 一男,Kazuo Nishi,FOR YOU,FOR YOU,RWC-MDB-P-2001-M04,13,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/13.wav
225,62,,,凛,Rin,Be with me Now,Be with me Now,RWC-MDB-P-2001-M04,14,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/14.wav
226,63,,,佐藤 れいこ,Reiko Sato,Power of mind,Power of mind,RWC-MDB-P-2001-M04,15,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/15.wav
227,64,,,森元 康介,Kousuke Morimoto,So Long,So Long,RWC-MDB-P-2001-M04,16,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M04/16.wav
228,65,,,服部 まきこ,Makiko Hattori,たなばた,Tanabata,RWC-MDB-P-2001-M05,1,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/01.wav
229,66,,,M&Y,M&Y,もうすぐ夏がくる,Mousugu natsu ga kuru,RWC-MDB-P-2001-M05,2,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/02.wav
230,67,,,服部 まきこ,Makiko Hattori,時計のはやさは,Tokei no hayasa wa,RWC-MDB-P-2001-M05,3,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/03.wav
231,68,,,服部 まきこ,Makiko Hattori,日曜日,Nichiyoubi,RWC-MDB-P-2001-M05,4,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/04.wav
232,69,,,吉井 弘美,Hiromi Yoshii,銀の空,Gin no sora,RWC-MDB-P-2001-M05,5,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/05.wav
233,70,,,松坂 珠子,Tamako Matsuzaka,見上げた空は,Miageta sora wa,RWC-MDB-P-2001-M05,6,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/06.wav
234,71,,,吉井 弘美,Hiromi Yoshii,月のように,Tsuki no youni,RWC-MDB-P-2001-M05,7,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/07.wav
235,72,,,森本 康介,Kousuke Morimoto,Heart to Hurt,Heart to Hurt,RWC-MDB-P-2001-M05,8,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/08.wav
236,73,,,西 一男,Kazuo Nishi,Miss Maria,Miss Maria,RWC-MDB-P-2001-M05,9,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/09.wav
237,74,,,森本 康介,Kousuke Morimoto,きみの色,Kimi no iro,RWC-MDB-P-2001-M05,10,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/10.wav
238,75,,,吉井 弘美,Hiromi Yoshii,遠い街へ,Toui machi e,RWC-MDB-P-2001-M05,11,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/11.wav
239,76,,,森本 康介,Kousuke Morimoto,誓い,Chikai,RWC-MDB-P-2001-M05,12,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/12.wav
240,77,,,服部 まきこ,Makiko Hattori,愛してる,Aishiteru,RWC-MDB-P-2001-M05,13,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/13.wav
241,78,,,食原 正機,Masaki Kuehara,雲,Kumo,RWC-MDB-P-2001-M05,14,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/14.wav
242,79,,,緒方 智美,Tomomi Ogata,Together,Together,RWC-MDB-P-2001-M05,15,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/15.wav
243,80,,,緒方 智美,Tomomi Ogata,さがしもの,Sagashimono,RWC-MDB-P-2001-M05,16,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M05/16.wav
244,81,,,Danna Burke,Danna Burke,How Deep Is Your Love?,How Deep Is Your Love?,RWC-MDB-P-2001-M06,1,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M06/01.wav
